day,location,cases,cases7,IA7,cases14,IA14
2020-09-20,Acedera,1,-1,-1.00,-1,-1.00
2020-09-20,Guadalperales (Los),1,-1,-1.00,-1,-1.00
2020-09-20,Aceuchal,0,-1,-1.00,-1,-1.00
2020-09-20,Ahillones,0,-1,-1.00,-1,-1.00
2020-09-20,Alange,0,-1,-1.00,-1,-1.00
2020-09-20,Albuera (La),0,-1,-1.00,-1,-1.00
2020-09-20,Alburquerque,0,-1,-1.00,-1,-1.00
2020-09-20,Benavente,0,-1,-1.00,-1,-1.00
2020-09-20,Casas de San Juan,0,-1,-1.00,-1,-1.00
2020-09-20,Silvestre,0,-1,-1.00,-1,-1.00
2020-09-20,Tejarejo,0,-1,-1.00,-1,-1.00
2020-09-20,Alconchel,0,-1,-1.00,-1,-1.00
2020-09-20,Alconera,0,-1,-1.00,-1,-1.00
2020-09-20,Aljucén,0,-1,-1.00,-1,-1.00
2020-09-20,Chaparrales (Los),0,-1,-1.00,-1,-1.00
2020-09-20,Almendral,0,-1,-1.00,-1,-1.00
2020-09-20,Almendralejo,2,-1,-1.00,-1,-1.00
2020-09-20,San Marcos,0,-1,-1.00,-1,-1.00
2020-09-20,Arroyo de San Serván,0,-1,-1.00,-1,-1.00
2020-09-20,Atalaya,0,-1,-1.00,-1,-1.00
2020-09-20,Azuaga,0,-1,-1.00,-1,-1.00
2020-09-20,Cardenchosa (La),0,-1,-1.00,-1,-1.00
2020-09-20,Albalá,0,-1,-1.00,-1,-1.00
2020-09-20,Alcazaba,0,-1,-1.00,-1,-1.00
2020-09-20,Alvarado,0,-1,-1.00,-1,-1.00
2020-09-20,Badajoz,37,-1,-1.00,-1,-1.00
2020-09-20,Balboa,0,-1,-1.00,-1,-1.00
2020-09-20,Bótoa,0,-1,-1.00,-1,-1.00
2020-09-20,Carboneras (Las),0,-1,-1.00,-1,-1.00
2020-09-20,Corchuela (La),0,-1,-1.00,-1,-1.00
2020-09-20,Fresnos (Los),0,-1,-1.00,-1,-1.00
2020-09-20,Gévora,0,-1,-1.00,-1,-1.00
2020-09-20,Novelda del Guadiana,0,-1,-1.00,-1,-1.00
2020-09-20,Sagrajas,0,-1,-1.00,-1,-1.00
2020-09-20,Santa Engracia,0,-1,-1.00,-1,-1.00
2020-09-20,Valdebótoa,0,-1,-1.00,-1,-1.00
2020-09-20,Villafranco del Guadiana,0,-1,-1.00,-1,-1.00
2020-09-20,Atalaya (Badajoz),0,-1,-1.00,-1,-1.00
2020-09-20,Campofrío,0,-1,-1.00,-1,-1.00
2020-09-20,Club Campo Pino,0,-1,-1.00,-1,-1.00
2020-09-20,Corazón de Jesús,0,-1,-1.00,-1,-1.00
2020-09-20,Cuartel de Sancha Brava,0,-1,-1.00,-1,-1.00
2020-09-20,Dehesilla de Calamón,0,-1,-1.00,-1,-1.00
2020-09-20,Golf Guadiana,0,-1,-1.00,-1,-1.00
2020-09-20,Manantío (El),0,-1,-1.00,-1,-1.00
2020-09-20,Montitos (Los),0,-1,-1.00,-1,-1.00
2020-09-20,Pinares (Los),0,-1,-1.00,-1,-1.00
2020-09-20,Río Caya,0,-1,-1.00,-1,-1.00
2020-09-20,Tres Arroyos,0,-1,-1.00,-1,-1.00
2020-09-20,Vaguadas (Las),0,-1,-1.00,-1,-1.00
2020-09-20,Cerro Gordo,0,-1,-1.00,-1,-1.00
2020-09-20,Pilara (La),0,-1,-1.00,-1,-1.00
2020-09-20,Barcarrota,0,-1,-1.00,-1,-1.00
2020-09-20,Baterno,1,-1,-1.00,-1,-1.00
2020-09-20,Benquerencia de la Serena,0,-1,-1.00,-1,-1.00
2020-09-20,Helechal,0,-1,-1.00,-1,-1.00
2020-09-20,Nava (La),0,-1,-1.00,-1,-1.00
2020-09-20,Puerto Hurraco,0,-1,-1.00,-1,-1.00
2020-09-20,Puerto Mejoral,0,-1,-1.00,-1,-1.00
2020-09-20,Berlanga,0,-1,-1.00,-1,-1.00
2020-09-20,Bienvenida,0,-1,-1.00,-1,-1.00
2020-09-20,Bodonal de la Sierra,0,-1,-1.00,-1,-1.00
2020-09-20,Burguillos del Cerro,0,-1,-1.00,-1,-1.00
2020-09-20,Almorchón,0,-1,-1.00,-1,-1.00
2020-09-20,Cabeza del Buey,0,-1,-1.00,-1,-1.00
2020-09-20,Cabeza la Vaca,0,-1,-1.00,-1,-1.00
2020-09-20,Calamonte,0,-1,-1.00,-1,-1.00
2020-09-20,Calera de León,0,-1,-1.00,-1,-1.00
2020-09-20,Calzadilla de los Barros,0,-1,-1.00,-1,-1.00
2020-09-20,Campanario,7,-1,-1.00,-1,-1.00
2020-09-20,Guarda (La),0,-1,-1.00,-1,-1.00
2020-09-20,Campillo de Llerena,3,-1,-1.00,-1,-1.00
2020-09-20,Capilla,0,-1,-1.00,-1,-1.00
2020-09-20,Carmonita,0,-1,-1.00,-1,-1.00
2020-09-20,Carrascalejo (El),0,-1,-1.00,-1,-1.00
2020-09-20,Cancho Gordo,0,-1,-1.00,-1,-1.00
2020-09-20,Casas de Don Pedro,0,-1,-1.00,-1,-1.00
2020-09-20,Casas de Reina,0,-1,-1.00,-1,-1.00
2020-09-20,Castilblanco,1,-1,-1.00,-1,-1.00
2020-09-20,Castuera,5,-1,-1.00,-1,-1.00
2020-09-20,Pantano del Zújar,0,-1,-1.00,-1,-1.00
2020-09-20,Bacoco,0,-1,-1.00,-1,-1.00
2020-09-20,Codosera (La),0,-1,-1.00,-1,-1.00
2020-09-20,Marco (El),0,-1,-1.00,-1,-1.00
2020-09-20,Rabaza (La),0,-1,-1.00,-1,-1.00
2020-09-20,Tojera (La),0,-1,-1.00,-1,-1.00
2020-09-20,Varse (La),0,-1,-1.00,-1,-1.00
2020-09-20,Vega (La),0,-1,-1.00,-1,-1.00
2020-09-20,Cordobilla de Lácara,0,-1,-1.00,-1,-1.00
2020-09-20,Coronada (La),1,-1,-1.00,-1,-1.00
2020-09-20,Corte de Peleas,1,-1,-1.00,-1,-1.00
2020-09-20,Cortijo del Cura,0,-1,-1.00,-1,-1.00
2020-09-20,Cristina,0,-1,-1.00,-1,-1.00
2020-09-20,Cheles,0,-1,-1.00,-1,-1.00
2020-09-20,Don Álvaro,0,-1,-1.00,-1,-1.00
2020-09-20,Conquista del Guadiana,0,-1,-1.00,-1,-1.00
2020-09-20,Don Benito,13,-1,-1.00,-1,-1.00
2020-09-20,Gargáligas,0,-1,-1.00,-1,-1.00
2020-09-20,Hernán Cortés,0,-1,-1.00,-1,-1.00
2020-09-20,Ruecas,0,-1,-1.00,-1,-1.00
2020-09-20,Torviscal (El),0,-1,-1.00,-1,-1.00
2020-09-20,Valdehornillos,1,-1,-1.00,-1,-1.00
2020-09-20,Vivares,0,-1,-1.00,-1,-1.00
2020-09-20,Entrín Alto,0,-1,-1.00,-1,-1.00
2020-09-20,Entrín Bajo,4,-1,-1.00,-1,-1.00
2020-09-20,Esparragalejo,0,-1,-1.00,-1,-1.00
2020-09-20,Esparragosa de la Serena,0,-1,-1.00,-1,-1.00
2020-09-20,Esparragosa de Lares,0,-1,-1.00,-1,-1.00
2020-09-20,Galizuela,0,-1,-1.00,-1,-1.00
2020-09-20,Feria,0,-1,-1.00,-1,-1.00
2020-09-20,Fregenal de la Sierra,0,-1,-1.00,-1,-1.00
2020-09-20,Fuenlabrada de los Montes,0,-1,-1.00,-1,-1.00
2020-09-20,Fuente de Cantos,0,-1,-1.00,-1,-1.00
2020-09-20,Estación,0,-1,-1.00,-1,-1.00
2020-09-20,Fuente del Arco,0,-1,-1.00,-1,-1.00
2020-09-20,Valdecigueñas,0,-1,-1.00,-1,-1.00
2020-09-20,Fuente del Maestre,4,-1,-1.00,-1,-1.00
2020-09-20,Fuentes de León,0,-1,-1.00,-1,-1.00
2020-09-20,Garbayuela,0,-1,-1.00,-1,-1.00
2020-09-20,Garlitos,0,-1,-1.00,-1,-1.00
2020-09-20,Garrovilla (La),0,-1,-1.00,-1,-1.00
2020-09-20,Granja de Torrehermosa,0,-1,-1.00,-1,-1.00
2020-09-20,Rubios (Los),0,-1,-1.00,-1,-1.00
2020-09-20,Guareña,0,-1,-1.00,-1,-1.00
2020-09-20,Torrefresneda,0,-1,-1.00,-1,-1.00
2020-09-20,Haba (La),0,-1,-1.00,-1,-1.00
2020-09-20,Bohonal,0,-1,-1.00,-1,-1.00
2020-09-20,Helechosa de los Montes,0,-1,-1.00,-1,-1.00
2020-09-20,Herrera del Duque,0,-1,-1.00,-1,-1.00
2020-09-20,Peloche,0,-1,-1.00,-1,-1.00
2020-09-20,Higuera de la Serena,0,-1,-1.00,-1,-1.00
2020-09-20,Higuera de Llerena,0,-1,-1.00,-1,-1.00
2020-09-20,Rubiales,0,-1,-1.00,-1,-1.00
2020-09-20,Higuera de Vargas,0,-1,-1.00,-1,-1.00
2020-09-20,Higuera la Real,0,-1,-1.00,-1,-1.00
2020-09-20,Hinojosa del Valle,0,-1,-1.00,-1,-1.00
2020-09-20,Hornachos,0,-1,-1.00,-1,-1.00
2020-09-20,Bazana (La),0,-1,-1.00,-1,-1.00
2020-09-20,Brovales,0,-1,-1.00,-1,-1.00
2020-09-20,Jerez de los Caballeros,1,-1,-1.00,-1,-1.00
2020-09-20,Valuengo,0,-1,-1.00,-1,-1.00
2020-09-20,Lapa (La),0,-1,-1.00,-1,-1.00
2020-09-20,Guadajira,0,-1,-1.00,-1,-1.00
2020-09-20,Lobón,0,-1,-1.00,-1,-1.00
2020-09-20,Llera,0,-1,-1.00,-1,-1.00
2020-09-20,Llerena,0,-1,-1.00,-1,-1.00
2020-09-20,Magacela,0,-1,-1.00,-1,-1.00
2020-09-20,Maguilla,0,-1,-1.00,-1,-1.00
2020-09-20,Malcocinado,0,-1,-1.00,-1,-1.00
2020-09-20,Malpartida de la Serena,0,-1,-1.00,-1,-1.00
2020-09-20,Manchita,0,-1,-1.00,-1,-1.00
2020-09-20,Medellín,0,-1,-1.00,-1,-1.00
2020-09-20,Yelbes,0,-1,-1.00,-1,-1.00
2020-09-20,Medina de Las Torres,0,-1,-1.00,-1,-1.00
2020-09-20,Mengabril,0,-1,-1.00,-1,-1.00
2020-09-20,Campomanes,0,-1,-1.00,-1,-1.00
2020-09-20,Estación de Aljucén,0,-1,-1.00,-1,-1.00
2020-09-20,Estación de El Carrascalejo,0,-1,-1.00,-1,-1.00
2020-09-20,Mérida,7,-1,-1.00,-1,-1.00
2020-09-20,Carrión,0,-1,-1.00,-1,-1.00
2020-09-20,Miralrío,0,-1,-1.00,-1,-1.00
2020-09-20,Prado (El),0,-1,-1.00,-1,-1.00
2020-09-20,Proserpina,0,-1,-1.00,-1,-1.00
2020-09-20,Psiquiátrico,0,-1,-1.00,-1,-1.00
2020-09-20,Virgen de la Luz,0,-1,-1.00,-1,-1.00
2020-09-20,Vivero (El),0,-1,-1.00,-1,-1.00
2020-09-20,Mirandilla,0,-1,-1.00,-1,-1.00
2020-09-20,Monesterio,0,-1,-1.00,-1,-1.00
2020-09-20,Montemolín,0,-1,-1.00,-1,-1.00
2020-09-20,Pallarés,0,-1,-1.00,-1,-1.00
2020-09-20,Santa María de Nava,0,-1,-1.00,-1,-1.00
2020-09-20,Monterrubio de la Serena,0,-1,-1.00,-1,-1.00
2020-09-20,Barbaño,0,-1,-1.00,-1,-1.00
2020-09-20,Lácara,0,-1,-1.00,-1,-1.00
2020-09-20,Montijo,5,-1,-1.00,-1,-1.00
2020-09-20,Morera (La),0,-1,-1.00,-1,-1.00
2020-09-20,Nava de Santiago (La),0,-1,-1.00,-1,-1.00
2020-09-20,Navalvillar de Pela,1,-1,-1.00,-1,-1.00
2020-09-20,Obando,0,-1,-1.00,-1,-1.00
2020-09-20,Vegas Altas,0,-1,-1.00,-1,-1.00
2020-09-20,Nogales,0,-1,-1.00,-1,-1.00
2020-09-20,Oliva de la Frontera,1,-1,-1.00,-1,-1.00
2020-09-20,Abejarones de Arriba Y Abajo,0,-1,-1.00,-1,-1.00
2020-09-20,Campo Ameno,0,-1,-1.00,-1,-1.00
2020-09-20,Osa Y Navas (La),0,-1,-1.00,-1,-1.00
2020-09-20,Garza (La),0,-1,-1.00,-1,-1.00
2020-09-20,Oliva de Mérida,0,-1,-1.00,-1,-1.00
2020-09-20,Zapatera (La),0,-1,-1.00,-1,-1.00
2020-09-20,Olivenza,0,-1,-1.00,-1,-1.00
2020-09-20,San Benito de la Contienda,0,-1,-1.00,-1,-1.00
2020-09-20,San Francisco de Olivenza,0,-1,-1.00,-1,-1.00
2020-09-20,San Jorge de Alor,0,-1,-1.00,-1,-1.00
2020-09-20,San Rafael de Olivenza,0,-1,-1.00,-1,-1.00
2020-09-20,Santo Domingo,0,-1,-1.00,-1,-1.00
2020-09-20,Villarreal,0,-1,-1.00,-1,-1.00
2020-09-20,Orellana de la Sierra,1,-1,-1.00,-1,-1.00
2020-09-20,Orellana la Vieja,0,-1,-1.00,-1,-1.00
2020-09-20,Palomas,0,-1,-1.00,-1,-1.00
2020-09-20,Parra (La),0,-1,-1.00,-1,-1.00
2020-09-20,Peñalsordo,0,-1,-1.00,-1,-1.00
2020-09-20,Peraleda del Zaucejo,0,-1,-1.00,-1,-1.00
2020-09-20,Puebla de Alcocer,0,-1,-1.00,-1,-1.00
2020-09-20,Puebla de la Calzada,0,-1,-1.00,-1,-1.00
2020-09-20,Puebla de la Reina,0,-1,-1.00,-1,-1.00
2020-09-20,Puebla del Maestre,0,-1,-1.00,-1,-1.00
2020-09-20,Puebla del Prior,0,-1,-1.00,-1,-1.00
2020-09-20,Puebla de Obando,0,-1,-1.00,-1,-1.00
2020-09-20,Puebla de Sancho Pérez,0,-1,-1.00,-1,-1.00
2020-09-20,Raposo (El),0,-1,-1.00,-1,-1.00
2020-09-20,Quintana de la Serena,1,-1,-1.00,-1,-1.00
2020-09-20,Reina,0,-1,-1.00,-1,-1.00
2020-09-20,Rena,0,-1,-1.00,-1,-1.00
2020-09-20,Retamal de Llerena,0,-1,-1.00,-1,-1.00
2020-09-20,Ribera del Fresno,1,-1,-1.00,-1,-1.00
2020-09-20,Risco,0,-1,-1.00,-1,-1.00
2020-09-20,Roca de la Sierra (La),0,-1,-1.00,-1,-1.00
2020-09-20,Salvaleón,0,-1,-1.00,-1,-1.00
2020-09-20,Salvatierra de los Barros,0,-1,-1.00,-1,-1.00
2020-09-20,Sancti-Spíritus,0,-1,-1.00,-1,-1.00
2020-09-20,San Pedro de Mérida,0,-1,-1.00,-1,-1.00
2020-09-20,Santa Amalia,3,-1,-1.00,-1,-1.00
2020-09-20,Santa Marta,5,-1,-1.00,-1,-1.00
2020-09-20,Santos de Maimona (Los),0,-1,-1.00,-1,-1.00
2020-09-20,Dehesa Mayorga,0,-1,-1.00,-1,-1.00
2020-09-20,Dehesa Piedrabuena,0,-1,-1.00,-1,-1.00
2020-09-20,San Vicente de Alcántara,1,-1,-1.00,-1,-1.00
2020-09-20,Segura de León,0,-1,-1.00,-1,-1.00
2020-09-20,Siruela,2,-1,-1.00,-1,-1.00
2020-09-20,Cortegana,0,-1,-1.00,-1,-1.00
2020-09-20,Retamal,0,-1,-1.00,-1,-1.00
2020-09-20,Solana de los Barros,0,-1,-1.00,-1,-1.00
2020-09-20,Puerto Peña,0,-1,-1.00,-1,-1.00
2020-09-20,Talarrubias,0,-1,-1.00,-1,-1.00
2020-09-20,Talavera la Real,0,-1,-1.00,-1,-1.00
2020-09-20,Táliga,0,-1,-1.00,-1,-1.00
2020-09-20,Tamurejo,0,-1,-1.00,-1,-1.00
2020-09-20,Torre de Miguel Sesmero,0,-1,-1.00,-1,-1.00
2020-09-20,Torremayor,0,-1,-1.00,-1,-1.00
2020-09-20,Torremejía,1,-1,-1.00,-1,-1.00
2020-09-20,Trasierra,0,-1,-1.00,-1,-1.00
2020-09-20,Trujillanos,0,-1,-1.00,-1,-1.00
2020-09-20,Usagre,0,-1,-1.00,-1,-1.00
2020-09-20,Raposo (El),0,-1,-1.00,-1,-1.00
2020-09-20,Poblado A.E.T.E.A.,0,-1,-1.00,-1,-1.00
2020-09-20,Poblado C.N.V.,0,-1,-1.00,-1,-1.00
2020-09-20,Valdecaballeros,0,-1,-1.00,-1,-1.00
2020-09-20,Valdetorres,0,-1,-1.00,-1,-1.00
2020-09-20,Valencia de Las Torres,0,-1,-1.00,-1,-1.00
2020-09-20,Valencia del Mombuey,0,-1,-1.00,-1,-1.00
2020-09-20,Nuestra Señora del Valle,0,-1,-1.00,-1,-1.00
2020-09-20,Valencia del Ventoso,0,-1,-1.00,-1,-1.00
2020-09-20,Valverde de Burguillos,0,-1,-1.00,-1,-1.00
2020-09-20,Valverde de Leganés,0,-1,-1.00,-1,-1.00
2020-09-20,Valverde de Llerena,1,-1,-1.00,-1,-1.00
2020-09-20,Valverde de Mérida,0,-1,-1.00,-1,-1.00
2020-09-20,Valle de la Serena,0,-1,-1.00,-1,-1.00
2020-09-20,Valle de Matamoros,0,-1,-1.00,-1,-1.00
2020-09-20,Valle de Santa Ana,0,-1,-1.00,-1,-1.00
2020-09-20,Villafranca de los Barros,1,-1,-1.00,-1,-1.00
2020-09-20,Villagarcía de la Torre,0,-1,-1.00,-1,-1.00
2020-09-20,Villagonzalo,0,-1,-1.00,-1,-1.00
2020-09-20,Villalba de los Barros,0,-1,-1.00,-1,-1.00
2020-09-20,Casas del Castillo de la Encomienda,0,-1,-1.00,-1,-1.00
2020-09-20,Encomienda O C.Y.C.A.,0,-1,-1.00,-1,-1.00
2020-09-20,Entrerríos,0,-1,-1.00,-1,-1.00
2020-09-20,Valdivia,1,-1,-1.00,-1,-1.00
2020-09-20,Villanueva de la Serena,2,-1,-1.00,-1,-1.00
2020-09-20,Zurbarán,0,-1,-1.00,-1,-1.00
2020-09-20,Villanueva del Fresno,0,-1,-1.00,-1,-1.00
2020-09-20,Villar del Rey,0,-1,-1.00,-1,-1.00
2020-09-20,Palazuelo,0,-1,-1.00,-1,-1.00
2020-09-20,Puebla de Alcollarín,0,-1,-1.00,-1,-1.00
2020-09-20,Villar de Rena,0,-1,-1.00,-1,-1.00
2020-09-20,Villarta de los Montes,0,-1,-1.00,-1,-1.00
2020-09-20,Buen Suceso,0,-1,-1.00,-1,-1.00
2020-09-20,Cabrahíga,0,-1,-1.00,-1,-1.00
2020-09-20,Huerta Plata,0,-1,-1.00,-1,-1.00
2020-09-20,Palomar Navas,0,-1,-1.00,-1,-1.00
2020-09-20,Zafra,0,-1,-1.00,-1,-1.00
2020-09-20,Zahínos,0,-1,-1.00,-1,-1.00
2020-09-20,San Cristóbal de Zalamea,0,-1,-1.00,-1,-1.00
2020-09-20,Zalamea de la Serena,3,-1,-1.00,-1,-1.00
2020-09-20,Zarza-Capilla,0,-1,-1.00,-1,-1.00
2020-09-20,Zarza (La),0,-1,-1.00,-1,-1.00
2020-09-20,Valdelacalzada,0,-1,-1.00,-1,-1.00
2020-09-20,Pueblonuevo del Guadiana,0,-1,-1.00,-1,-1.00
2020-09-20,Guadiana,0,-1,-1.00,-1,-1.00
2020-09-20,Abadía,0,-1,-1.00,-1,-1.00
2020-09-20,Abertura,0,-1,-1.00,-1,-1.00
2020-09-20,Acebo,0,-1,-1.00,-1,-1.00
2020-09-20,Acehúche,0,-1,-1.00,-1,-1.00
2020-09-20,Aceituna,0,-1,-1.00,-1,-1.00
2020-09-20,Ahigal,0,-1,-1.00,-1,-1.00
2020-09-20,Albalá,0,-1,-1.00,-1,-1.00
2020-09-20,Alcántara,1,-1,-1.00,-1,-1.00
2020-09-20,Estorninos,0,-1,-1.00,-1,-1.00
2020-09-20,Poblado de Iberdrola,0,-1,-1.00,-1,-1.00
2020-09-20,Alcollarín,0,-1,-1.00,-1,-1.00
2020-09-20,Alcuéscar,0,-1,-1.00,-1,-1.00
2020-09-20,Aldeacentenera,0,-1,-1.00,-1,-1.00
2020-09-20,Aldea del Cano,0,-1,-1.00,-1,-1.00
2020-09-20,Aldea del Obispo (La),0,-1,-1.00,-1,-1.00
2020-09-20,Aldeanueva de la Vera,0,-1,-1.00,-1,-1.00
2020-09-20,Aldeanueva del Camino,0,-1,-1.00,-1,-1.00
2020-09-20,Aldehuela de Jerte,0,-1,-1.00,-1,-1.00
2020-09-20,Alía,0,-1,-1.00,-1,-1.00
2020-09-20,Calera (La),0,-1,-1.00,-1,-1.00
2020-09-20,Guadisa,0,-1,-1.00,-1,-1.00
2020-09-20,Pantano de Cíjara,0,-1,-1.00,-1,-1.00
2020-09-20,Puerto del Rey,0,-1,-1.00,-1,-1.00
2020-09-20,Aliseda,0,-1,-1.00,-1,-1.00
2020-09-20,Almaraz,0,-1,-1.00,-1,-1.00
2020-09-20,Almoharín,0,-1,-1.00,-1,-1.00
2020-09-20,Arroyo de la Luz,3,-1,-1.00,-1,-1.00
2020-09-20,Arroyomolinos de la Vera,0,-1,-1.00,-1,-1.00
2020-09-20,Arroyomolinos,0,-1,-1.00,-1,-1.00
2020-09-20,Baños de Montemayor,0,-1,-1.00,-1,-1.00
2020-09-20,Barrado,0,-1,-1.00,-1,-1.00
2020-09-20,Belvís de Monroy,0,-1,-1.00,-1,-1.00
2020-09-20,Casas de Belvís,0,-1,-1.00,-1,-1.00
2020-09-20,Benquerencia,0,-1,-1.00,-1,-1.00
2020-09-20,Berrocalejo,0,-1,-1.00,-1,-1.00
2020-09-20,Berzocana,0,-1,-1.00,-1,-1.00
2020-09-20,Bohonal de Ibor,4,-1,-1.00,-1,-1.00
2020-09-20,Botija,0,-1,-1.00,-1,-1.00
2020-09-20,Brozas,0,-1,-1.00,-1,-1.00
2020-09-20,Cabañas del Castillo,0,-1,-1.00,-1,-1.00
2020-09-20,Retamosa,0,-1,-1.00,-1,-1.00
2020-09-20,Roturas,0,-1,-1.00,-1,-1.00
2020-09-20,Solana,0,-1,-1.00,-1,-1.00
2020-09-20,Cabezabellosa,0,-1,-1.00,-1,-1.00
2020-09-20,Cabezuela del Valle,0,-1,-1.00,-1,-1.00
2020-09-20,Cabrero,0,-1,-1.00,-1,-1.00
2020-09-20,Cáceres,6,-1,-1.00,-1,-1.00
2020-09-20,Estación de Arroyo-Malpartida,0,-1,-1.00,-1,-1.00
2020-09-20,Rincón de Ballesteros,0,-1,-1.00,-1,-1.00
2020-09-20,Valdesalor,0,-1,-1.00,-1,-1.00
2020-09-20,Cachorrilla,0,-1,-1.00,-1,-1.00
2020-09-20,Cadalso,0,-1,-1.00,-1,-1.00
2020-09-20,Calzadilla,0,-1,-1.00,-1,-1.00
2020-09-20,Arrolobos,0,-1,-1.00,-1,-1.00
2020-09-20,Cambrón,0,-1,-1.00,-1,-1.00
2020-09-20,Cambroncino,0,-1,-1.00,-1,-1.00
2020-09-20,Caminomorisco,0,-1,-1.00,-1,-1.00
2020-09-20,Dehesilla,0,-1,-1.00,-1,-1.00
2020-09-20,Huerta,0,-1,-1.00,-1,-1.00
2020-09-20,Riomalo de Abajo,0,-1,-1.00,-1,-1.00
2020-09-20,Campillo de Deleitosa,0,-1,-1.00,-1,-1.00
2020-09-20,Campo Lugar,0,-1,-1.00,-1,-1.00
2020-09-20,Pizarro,0,-1,-1.00,-1,-1.00
2020-09-20,Cañamero,0,-1,-1.00,-1,-1.00
2020-09-20,Cañaveral,0,-1,-1.00,-1,-1.00
2020-09-20,Estación (La),0,-1,-1.00,-1,-1.00
2020-09-20,Grimaldo,0,-1,-1.00,-1,-1.00
2020-09-20,Carbajo,0,-1,-1.00,-1,-1.00
2020-09-20,Carcaboso,0,-1,-1.00,-1,-1.00
2020-09-20,Valderrosa,0,-1,-1.00,-1,-1.00
2020-09-20,Carrascalejo,0,-1,-1.00,-1,-1.00
2020-09-20,Casar de Cáceres,0,-1,-1.00,-1,-1.00
2020-09-20,Perala (La),0,-1,-1.00,-1,-1.00
2020-09-20,Azabal,0,-1,-1.00,-1,-1.00
2020-09-20,Casar de Palomero,0,-1,-1.00,-1,-1.00
2020-09-20,Pedro-Muñoz,0,-1,-1.00,-1,-1.00
2020-09-20,Rivera Oveja,0,-1,-1.00,-1,-1.00
2020-09-20,Carabusino,0,-1,-1.00,-1,-1.00
2020-09-20,Casarrubia,0,-1,-1.00,-1,-1.00
2020-09-20,Casares de Las Hurdes,0,-1,-1.00,-1,-1.00
2020-09-20,Heras,0,-1,-1.00,-1,-1.00
2020-09-20,Huetre (La),0,-1,-1.00,-1,-1.00
2020-09-20,Robledo,0,-1,-1.00,-1,-1.00
2020-09-20,Casas de Don Antonio,0,-1,-1.00,-1,-1.00
2020-09-20,Casas de Don Gómez,0,-1,-1.00,-1,-1.00
2020-09-20,Casas del Castañar,0,-1,-1.00,-1,-1.00
2020-09-20,Casas del Monte,0,-1,-1.00,-1,-1.00
2020-09-20,Casas de Millán,0,-1,-1.00,-1,-1.00
2020-09-20,Casas de Miravete,0,-1,-1.00,-1,-1.00
2020-09-20,Baldío,0,-1,-1.00,-1,-1.00
2020-09-20,Casatejada,1,-1,-1.00,-1,-1.00
2020-09-20,Casillas de Coria,0,-1,-1.00,-1,-1.00
2020-09-20,Castañar de Ibor,3,-1,-1.00,-1,-1.00
2020-09-20,Ceclavín,0,-1,-1.00,-1,-1.00
2020-09-20,Cedillo,0,-1,-1.00,-1,-1.00
2020-09-20,Cerezo,0,-1,-1.00,-1,-1.00
2020-09-20,Cilleros,0,-1,-1.00,-1,-1.00
2020-09-20,Parrera,0,-1,-1.00,-1,-1.00
2020-09-20,Collado,0,-1,-1.00,-1,-1.00
2020-09-20,Vega de Mesillas,0,-1,-1.00,-1,-1.00
2020-09-20,Conquista de la Sierra,0,-1,-1.00,-1,-1.00
2020-09-20,Coria,0,-1,-1.00,-1,-1.00
2020-09-20,Puebla de Argeme,0,-1,-1.00,-1,-1.00
2020-09-20,Rincón del Obispo,0,-1,-1.00,-1,-1.00
2020-09-20,Cuacos de Yuste,0,-1,-1.00,-1,-1.00
2020-09-20,Cumbre (La),0,-1,-1.00,-1,-1.00
2020-09-20,Deleitosa,0,-1,-1.00,-1,-1.00
2020-09-20,Descargamaría,0,-1,-1.00,-1,-1.00
2020-09-20,Eljas,13,-1,-1.00,-1,-1.00
2020-09-20,Soto (El),0,-1,-1.00,-1,-1.00
2020-09-20,Escurial,0,-1,-1.00,-1,-1.00
2020-09-20,Fresnedoso de Ibor,0,-1,-1.00,-1,-1.00
2020-09-20,Avarientos,0,-1,-1.00,-1,-1.00
2020-09-20,Fuente del Sapo,0,-1,-1.00,-1,-1.00
2020-09-20,Galisteo,0,-1,-1.00,-1,-1.00
2020-09-20,Sartalejo,0,-1,-1.00,-1,-1.00
2020-09-20,Viñuelas,0,-1,-1.00,-1,-1.00
2020-09-20,Jarilla del Sur,0,-1,-1.00,-1,-1.00
2020-09-20,Garciaz,0,-1,-1.00,-1,-1.00
2020-09-20,Garganta (La),0,-1,-1.00,-1,-1.00
2020-09-20,Garganta la Olla,0,-1,-1.00,-1,-1.00
2020-09-20,Gargantilla,0,-1,-1.00,-1,-1.00
2020-09-20,Gargüera,0,-1,-1.00,-1,-1.00
2020-09-20,Garrovillas de Alconétar,1,-1,-1.00,-1,-1.00
2020-09-20,Garvín de la Jara,0,-1,-1.00,-1,-1.00
2020-09-20,Gata,0,-1,-1.00,-1,-1.00
2020-09-20,Moheda (La),0,-1,-1.00,-1,-1.00
2020-09-20,Gordo (El),0,-1,-1.00,-1,-1.00
2020-09-20,Granja (La),0,-1,-1.00,-1,-1.00
2020-09-20,Guadalupe,0,-1,-1.00,-1,-1.00
2020-09-20,Guijo de Coria,0,-1,-1.00,-1,-1.00
2020-09-20,Batán (El),1,-1,-1.00,-1,-1.00
2020-09-20,Guijo de Galisteo,0,-1,-1.00,-1,-1.00
2020-09-20,Valrío,0,-1,-1.00,-1,-1.00
2020-09-20,Guijo de Granadilla,0,-1,-1.00,-1,-1.00
